JOBID    NAME         ST   USER       QOS                  ACCOUNT              GROUP      PARTITION            PRIORITY   NODES TIME_LIMIT  TIME_LEFT   NODELIST(REASON)
5843019  13db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5842801  13db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5842698  hremd-dihedr PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5841447  15db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5840708  15db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5840163  DRUDE-3      PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     3-00:00:00  3-00:00:00  (Priority)
5839696  DRUDE        PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     3-00:00:00  3-00:00:00  (Priority)
5838608  15db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838607  15db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838606  15db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838605  15db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838241  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838240  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838239  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838238  1rat_2       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838237  1rat_1       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838229  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838228  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838227  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838226  1rat_2       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838225  1rat_1       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838223  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838222  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838221  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838220  1rat_2       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838219  1rat_1       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838217  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838216  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838215  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838214  1rat_2       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838213  1rat_1       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838211  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838210  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838209  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838208  1rat_2       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838207  1rat_1       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838205  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838204  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838203  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838202  1rat_2       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838201  1rat_1       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838199  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838198  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838197  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838196  1rat_2       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838195  1rat_1       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838193  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838192  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838191  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838190  1rat_2       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838189  1rat_1       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838187  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838186  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838185  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838184  1rat_2       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838183  1rat_1       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838181  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838180  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838179  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838178  1rat_2       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838177  1rat_1       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838175  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838174  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838173  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838172  1rat_2       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838171  1rat_1       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838169  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838168  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838167  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838166  1rat_2       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838165  1rat_1       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838163  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838162  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838161  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838160  1rat_2       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838159  1rat_1       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838157  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838156  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838155  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838154  1rat_2       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838153  1rat_1       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838150  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Dependency)
5838149  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Dependency)
5838148  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Dependency)
5838147  1rat_2       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Dependency)
5838146  1rat_1       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Dependency)
5838144  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838143  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838142  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838141  1rat_2       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838140  1rat_1       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838138  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838137  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838136  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838135  1rat_2       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838134  1rat_1       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838132  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838131  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838130  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838129  1rat_2       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838128  1rat_1       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838126  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838125  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838124  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838123  1rat_2       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838122  1rat_1       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838120  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838119  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838118  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838117  1rat_2       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838116  1rat_1       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838114  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838113  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838112  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838111  1rat_2       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838110  1rat_1       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838108  1rat_5       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838107  1rat_4       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5838106  1rat_3       PD   u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5837641  15db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5837640  15db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5837639  15db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5837638  15db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5837442  15db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5837441  15db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5837440  15db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5837438  15db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5837437  15db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5837433  15db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5837432  15db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5837431  15db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5837427  15db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5837426  15db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5836507  13db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5836502  13db         PD   u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  2-00:00:00  (Priority)
5822370  hremd-dihedr R    u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100154     1     2-00:00:00  1-13:07:37  notch004
5822416  hremd-dihedr R    u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100128     1     2-00:00:00  1-13:11:46  notch001
5822356  hremd-dihedr R    u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100109     1     2-00:00:00  21:54:55    notch088
5829325  interactive  R    u6024019   notchpeak-gpu        notchpeak-gpu        sjones     notchpeak-gpu        100108     1     3-00:00:00  4:22:55     notch086
5838675  bash         R    u1266434   notchpeak-gpu        notchpeak-gpu        srikumar   notchpeak-gpu        100107     1     3-00:00:00  1-22:26:54  notch293
5838725  ondemand/sys R    u0940856   notchpeak-gpu        notchpeak-gpu        hall       notchpeak-gpu        100104     1     2-23:00:00  1-21:26:54  notch293
5838674  bash         R    u1266434   notchpeak-gpu        notchpeak-gpu        srikumar   notchpeak-gpu        100079     1     3-00:00:00  1-12:50:24  notch328
5796932  integrin_pul R    u1362540   notchpeak-gpu        notchpeak-gpu        bidone     notchpeak-gpu        100067     1     3-00:00:00  4:29:23     notch086
5839580  interactive  R    u6024019   notchpeak-gpu        notchpeak-gpu        sjones     notchpeak-gpu        100065     1     3-00:00:00  1-14:12:18  notch271
5796941  integrin_pul R    u1362540   notchpeak-gpu        notchpeak-gpu        bidone     notchpeak-gpu        100064     1     3-00:00:00  4:29:23     notch086
5838099  1rat_2       R    u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100035     1     2-00:00:00  1-22:04:18  notch271
5838098  1rat_1       R    u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100034     1     2-00:00:00  1-21:52:11  notch271
5838095  1rat_5       R    u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100034     1     2-00:00:00  1-16:07:43  notch271
5838094  1rat_4       R    u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100034     1     2-00:00:00  1-13:37:03  notch271
5838093  1rat_3       R    u0085401   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100034     1     2-00:00:00  1-13:27:35  notch271
5834291  DRUDE        R    u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100030     1     3-00:00:00  2-13:46:40  notch271
5838679  bash         R    u1266434   notchpeak-gpu        notchpeak-gpu        srikumar   notchpeak-gpu        100022     1     3-00:00:00  17:57:36    notch002
5796949  integrin_pul R    u1362540   notchpeak-gpu        notchpeak-gpu        bidone     notchpeak-gpu        100019     1     3-00:00:00  9:05:49     notch087
5834290  DRUDE        R    u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100017     1     3-00:00:00  2-03:39:43  notch271
5839921  CCTG         R    u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  1-23:26:15  notch002
5836236  DRUDE-3      R    u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     3-00:00:00  2-12:12:56  notch328
5834297  DRUDE        R    u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     3-00:00:00  2-09:16:58  notch293
5834295  DRUDE        R    u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     3-00:00:00  2-08:55:53  notch293
5834296  DRUDE        R    u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     3-00:00:00  2-08:55:53  notch293
5836232  DRUDE        R    u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     3-00:00:00  2-08:55:53  notch328
5835393  DRUDE        R    u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     3-00:00:00  2-04:55:46  notch328
5838391  CCTG         R    u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  4:59:24     notch003
5837963  CCTG         R    u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  4:59:23     notch003
5836241  CCTG         R    u1260631   notchpeak-gpu        notchpeak-gpu        cheatham   notchpeak-gpu        100000     1     2-00:00:00  1:39:31     notch003
5838678  bash         PD   u1266434   notchpeak-gpu-guest  owner-gpu-guest      srikumar   notchpeak-gpu-guest  10183      1     3-00:00:00  3-00:00:00  (ReqNodeNotAvail, UnavailableNodes:notch[136,215,299])
5844295  HG-28mer-eth PD   u0818159   notchpeak-gpu-guest  owner-gpu-guest      cheatham   notchpeak-gpu-guest  10000      1     2-00:00:00  2-00:00:00  (Dependency)
5835123  ssna100.bat  R    u1320844   notchpeak-gpu-guest  owner-gpu-guest      sadayappan notchpeak-gpu-guest  10142      1     2-00:00:00  9:27:33     notch348
5839820  md277-CCTG   R    u1260631   notchpeak-gpu-guest  owner-gpu-guest      cheatham   notchpeak-gpu-guest  10012      1     2-00:00:00  4:04:50     notch083
5839821  md277-CCTG   R    u1260631   notchpeak-gpu-guest  owner-gpu-guest      cheatham   notchpeak-gpu-guest  10012      1     2-00:00:00  4:04:50     notch083
5839819  md277-CCTG   R    u1260631   notchpeak-gpu-guest  owner-gpu-guest      cheatham   notchpeak-gpu-guest  10012      1     2-00:00:00  3:58:48     notch085
5842089  md277-CCTG-b R    u1260631   notchpeak-gpu-guest  owner-gpu-guest      cheatham   notchpeak-gpu-guest  10006      1     2-00:00:00  13:29:54    notch294
5843755  md277-CCTG   R    u1260631   notchpeak-gpu-guest  owner-gpu-guest      cheatham   notchpeak-gpu-guest  10005      1     2-00:00:00  1-08:54:57  notch103
5843765  md277-CCTG   R    u1260631   notchpeak-gpu-guest  owner-gpu-guest      cheatham   notchpeak-gpu-guest  10005      1     2-00:00:00  1-08:54:57  notch103
5842081  md277-CCTG   R    u1260631   notchpeak-gpu-guest  owner-gpu-guest      cheatham   notchpeak-gpu-guest  10005      1     2-00:00:00  13:02:34    notch085
5843498  md277-CCTG   R    u1260631   notchpeak-gpu-guest  owner-gpu-guest      cheatham   notchpeak-gpu-guest  10003      1     1-00:00:00  7:03:13     notch084
